"01/01/2024","Ingreso","Billetazo","Bizum","1,00","Variable","Pagado"
"03/01/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"04/01/2024","Ingreso","Billetazo","Bizum","180,00","Variable","Pagado"
"08/01/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"15/01/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"28/01/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"30/01/2024","Ingreso","Billetazo","Bizum","12,60","Variable","Pagado"
"01/01/2024","Gasto","Ocio","Comida","2,00","Variable","Pagado"
"08/01/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"10/01/2024","Gasto","Ocio","Comida","5,90","Variable","Pagado"
"11/01/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"12/01/2024","Gasto","Ocio","Comida","3,90","Variable","Pagado"
"15/01/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"16/01/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"17/01/2024","Gasto","Ocio","Comida","3,90","Variable","Pagado"
"19/01/2024","Gasto","Ocio","Comida","5,09","Variable","Pagado"
"23/01/2024","Gasto","Ocio","Comida","2,80","Variable","Pagado"
"24/01/2024","Gasto","Ocio","Comida","2,15","Variable","Pagado"
"25/01/2024","Gasto","Ocio","Comida","3,05","Variable","Pagado"
"26/01/2024","Gasto","Ocio","Comida","2,90","Variable","Pagado"
"29/01/2024","Gasto","Ocio","Comida","2,90","Variable","Pagado"
"30/01/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"31/01/2024","Gasto","Ocio","Comida","3,90","Variable","Pagado"
"22/01/2024","Gasto","Ropa","Ropa","33,08","Variable","Pagado"
"01/01/2024","Gasto","Tecnología","Tecnología","2,49","Variable","Pagado"
"11/01/2024","Gasto","Tecnología","Tecnología","2,99","Variable","Pagado"
"24/01/2024","Gasto","Tecnología","Tecnología","17,99","Variable","Pagado"
"28/01/2024","Gasto","Tecnología","Tecnología","10,73","Variable","Pagado"
"31/01/2024","Gasto","Tecnología","Tecnología","2,49","Variable","Pagado"
"08/01/2024","Gasto","Coche","Coche","30,00","Variable","Pagado"
"22/01/2024","Gasto","Coche","Coche","30,00","Variable","Pagado"
"10/01/2024","Gasto","Recambios","Recambios","58,44","Variable","Pagado"
"28/01/2024","Gasto","Recambios","Recambios","19,28","Variable","Pagado"
"17/01/2024","Gasto","Salud","Salud","12,00","Variable","Pagado"
"04/02/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"10/02/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"13/02/2024","Ingreso","Billetazo","Bizum","180,00","Variable","Pagado"
"14/02/2024","Ingreso","Billetazo","Bizum","375,00","Variable","Pagado"
"17/02/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"24/02/2024","Ingreso","Billetazo","Bizum","99,60","Variable","Pagado"
"25/02/2024","Ingreso","Billetazo","Bizum","6,00","Variable","Pagado"
"26/02/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"01/02/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"02/02/2024","Gasto","Ocio","Comida","5,30","Variable","Pagado"
"05/02/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"06/02/2024","Gasto","Ocio","Comida","3,90","Variable","Pagado"
"07/02/2024","Gasto","Ocio","Comida","3,90","Variable","Pagado"
"08/02/2024","Gasto","Ocio","Café","1,35","Variable","Pagado"
"09/02/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"10/02/2024","Gasto","Ocio","Comida","16,00","Variable","Pagado"
"16/02/2024","Gasto","Ocio","Comida","2,30","Variable","Pagado"
"19/02/2024","Gasto","Ocio","Comida","2,75","Variable","Pagado"
"20/02/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"21/02/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"22/02/2024","Gasto","Ocio","Comida","6,30","Variable","Pagado"
"23/02/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"26/02/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"27/02/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"28/02/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"28/02/2024","Gasto","Ropa","Ropa","42,15","Variable","Pagado"
"01/02/2024","Gasto","Ocio","Entretenimiento","65,00","Variable","Pagado"
"07/02/2024","Gasto","Ocio","Entretenimiento","14,00","Variable","Pagado"
"10/02/2024","Gasto","Ocio","Entretenimiento","39,00","Variable","Pagado"
"12/02/2024","Gasto","Ocio","Entretenimiento","5,30","Variable","Pagado"
"13/02/2024","Gasto","Ocio","Entretenimiento","11,00","Variable","Pagado"
"16/02/2024","Gasto","Ocio","Entretenimiento","8,00","Variable","Pagado"
"17/02/2024","Gasto","Ocio","Entretenimiento","4,95","Variable","Pagado"
"29/02/2024","Gasto","Ocio","Entretenimiento","6,99","Variable","Pagado"
"13/02/2024","Gasto","Tecnología","Tecnología","2,99","Variable","Pagado"
"14/02/2024","Gasto","Tecnología","Tecnología","12,99","Variable","Pagado"
"17/02/2024","Gasto","Tecnología","Tecnología","17,41","Variable","Pagado"
"21/02/2024","Gasto","Tecnología","Tecnología","70,74","Variable","Pagado"
"24/02/2024","Gasto","Tecnología","Tecnología","17,99","Variable","Pagado"
"08/02/2024","Gasto","Coche","Coche","30,00","Variable","Pagado"
"17/02/2024","Gasto","Coche","Coche","35,00","Variable","Pagado"
"29/02/2024","Gasto","Coche","Coche","30,00","Variable","Pagado"
"20/02/2024","Gasto","Moto","Moto","19,81","Variable","Pagado"
"14/02/2024","Gasto","Recambios","Recambios","10,34","Variable","Pagado"
"24/02/2024","Gasto","Recambios","Recambios","53,97","Variable","Pagado"
"20/02/2024","Gasto","Salud","Salud","12,00","Variable","Pagado"
"03/03/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"06/03/2024","Ingreso","Billetazo","Bizum","180,00","Variable","Pagado"
"10/03/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"17/03/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"21/03/2024","Ingreso","Billetazo","Bizum","487,12","Variable","Pagado"
"23/03/2024","Ingreso","Billetazo","Bizum","44,71","Variable","Pagado"
"24/03/2024","Ingreso","Billetazo","Bizum","45,00","Variable","Pagado"
"27/03/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"28/03/2024","Ingreso","Billetazo","Bizum","6,00","Variable","Pagado"
"31/03/2024","Ingreso","Billetazo","Bizum","20,00","Variable","Pagado"
"01/03/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"02/03/2024","Gasto","Ocio","Comida","35,23","Variable","Pagado"
"04/03/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"05/03/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"06/03/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"07/03/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"08/03/2024","Gasto","Ocio","Comida","23,70","Variable","Pagado"
"11/03/2024","Gasto","Ocio","Comida","4,35","Variable","Pagado"
"12/03/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"13/03/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"14/03/2024","Gasto","Ocio","Comida","2,80","Variable","Pagado"
"15/03/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"16/03/2024","Gasto","Ocio","Comida","21,50","Variable","Pagado"
"18/03/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"20/03/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"23/03/2024","Gasto","Ocio","Comida","18,00","Variable","Pagado"
"26/03/2024","Gasto","Ocio","Comida","20,00","Variable","Pagado"
"05/03/2024","Gasto","Ocio","Entretenimiento","6,99","Variable","Pagado"
"09/03/2024","Gasto","Ocio","Entretenimiento","16,98","Variable","Pagado"
"15/03/2024","Gasto","Ocio","Entretenimiento","11,99","Variable","Pagado"
"30/03/2024","Gasto","Ocio","Entretenimiento","12,30","Variable","Pagado"
"02/03/2024","Gasto","Tecnología","Tecnología","2,49","Variable","Pagado"
"20/03/2024","Gasto","Tecnología","Tecnología","11,99","Variable","Pagado"
"26/03/2024","Gasto","Tecnología","Tecnología","17,99","Variable","Pagado"
"28/03/2024","Gasto","Tecnología","Tecnología","39,06","Variable","Pagado"
"02/03/2024","Gasto","Coche","Coche","3,65","Variable","Pagado"
"12/03/2024","Gasto","Coche","Coche","30,00","Variable","Pagado"
"21/03/2024","Gasto","Coche","Coche","31,99","Variable","Pagado"
"24/03/2024","Gasto","Moto","Moto","17,27","Variable","Pagado"
"23/03/2024","Gasto","Recambios","Recambios","78,04","Variable","Pagado"
"28/03/2024","Gasto","Recambios","Recambios","42,76","Variable","Pagado"
"01/04/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"04/04/2024","Ingreso","Billetazo","Bizum","180,00","Variable","Pagado"
"07/04/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"11/04/2024","Ingreso","Billetazo","Bizum","20,00","Variable","Pagado"
"12/04/2024","Ingreso","Billetazo","Bizum","20,00","Variable","Pagado"
"14/04/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"17/04/2024","Ingreso","Billetazo","Bizum","65,00","Variable","Pagado"
"20/04/2024","Ingreso","Billetazo","Bizum","20,00","Variable","Pagado"
"21/04/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"22/04/2024","Ingreso","Billetazo","Bizum","6,60","Variable","Pagado"
"23/04/2024","Ingreso","Billetazo","Bizum","3,00","Variable","Pagado"
"24/04/2024","Ingreso","Billetazo","Bizum","6,00","Variable","Pagado"
"25/04/2024","Ingreso","Billetazo","Bizum","1,20","Variable","Pagado"
"27/04/2024","Ingreso","Billetazo","Bizum","9,53","Variable","Pagado"
"28/04/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"29/04/2024","Ingreso","Billetazo","Bizum","5,00","Variable","Pagado"
"02/04/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"05/04/2024","Gasto","Ocio","Comida","28,55","Variable","Pagado"
"06/04/2024","Gasto","Ocio","Comida","26,38","Variable","Pagado"
"08/04/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"09/04/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"10/04/2024","Gasto","Ocio","Comida","3,55","Variable","Pagado"
"11/04/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"12/04/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"15/04/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"16/04/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"17/04/2024","Gasto","Ocio","Comida","4,35","Variable","Pagado"
"20/04/2024","Gasto","Ocio","Comida","0,72","Variable","Pagado"
"22/04/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"23/04/2024","Gasto","Ocio","Comida","1,50","Variable","Pagado"
"24/04/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"25/04/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"27/04/2024","Gasto","Ocio","Comida","6,50","Variable","Pagado"
"29/04/2024","Gasto","Ocio","Comida","5,75","Variable","Pagado"
"30/04/2024","Gasto","Ocio","Comida","2,80","Variable","Pagado"
"31/04/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"14/04/2024","Gasto","Ropa","Ropa","20,00","Variable","Pagado"
"05/04/2024","Gasto","Ocio","Entretenimiento","2,70","Variable","Pagado"
"18/04/2024","Gasto","Ocio","Entretenimiento","13,37","Variable","Pagado"
"24/04/2024","Gasto","Ocio","Entretenimiento","12,29","Variable","Pagado"
"25/04/2024","Gasto","Ocio","Entretenimiento","11,99","Variable","Pagado"
"26/04/2024","Gasto","Ocio","Entretenimiento","54,00","Variable","Pagado"
"16/04/2024","Gasto","Tecnología","Tecnología","12,99","Variable","Pagado"
"18/04/2024","Gasto","Tecnología","Tecnología","19,46","Variable","Pagado"
"24/04/2024","Gasto","Tecnología","Tecnología","17,99","Variable","Pagado"
"14/04/2024","Gasto","Coche","Coche","41,47","Variable","Pagado"
"30/04/2024","Gasto","Coche","Coche","30,00","Variable","Pagado"
"10/04/2024","Gasto","Moto","Moto","9,46","Variable","Pagado"
"11/04/2024","Gasto","Moto","Moto","16,77","Variable","Pagado"
"17/04/2024","Gasto","Moto","Moto","12,16","Variable","Pagado"
"18/04/2024","Gasto","Moto","Moto","12,49","Variable","Pagado"
"20/04/2024","Gasto","Moto","Moto","16,50","Variable","Pagado"
"15/04/2024","Gasto","Recambios","Recambios","10,99","Variable","Pagado"
"29/04/2024","Gasto","Recambios","Recambios","60,00","Variable","Pagado"
"13/04/2024","Gasto","Salud","Salud","7,50","Variable","Pagado"
"05/05/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"07/05/2024","Ingreso","Billetazo","Bizum","180,00","Variable","Pagado"
"12/05/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"19/05/2024","Ingreso","Billetazo","Bizum","50,00","Variable","Pagado"
"22/05/2024","Ingreso","Billetazo","Bizum","70,00","Variable","Pagado"
"23/05/2024","Ingreso","Billetazo","Bizum","6,00","Variable","Pagado"
"24/05/2024","Ingreso","Billetazo","Bizum","10,00","Variable","Pagado"
"26/05/2024","Ingreso","Billetazo","Bizum","56,00","Variable","Pagado"
"31/05/2024","Ingreso","Billetazo","Bizum","15,00","Variable","Pagado"
"01/05/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"02/05/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"03/05/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"06/05/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"07/05/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"08/05/2024","Gasto","Ocio","Comida","2,80","Variable","Pagado"
"09/05/2024","Gasto","Ocio","Comida","10,77","Variable","Pagado"
"10/05/2024","Gasto","Ocio","Comida","6,55","Variable","Pagado"
"11/05/2024","Gasto","Ocio","Comida","12,40","Variable","Pagado"
"13/05/2024","Gasto","Ocio","Café","1,40","Variable","Pagado"
"14/05/2024","Gasto","Ocio","Comida","2,80","Variable","Pagado"
"15/05/2024","Gasto","Ocio","Comida","3,39","Variable","Pagado"
